Timestamp,EKF_Vx,EKF_Wz,LIO_Vx,LIO_Vy,LIO_Wz,Roll,Pitch,Z_Jerk,IMU_Wx,IMU_Wy,IMU_Wz
1774944595.1114,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.1316,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.1516,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.1715,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.1939,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.2115,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.2315,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.2515,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.2715,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.2915,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.3115,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.3315,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.3515,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.3715,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.3914,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.4115,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.4314,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.4515,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.4714,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.4914,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.5114,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.5314,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.5514,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.5714,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.5914,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.6114,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.6314,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.6514,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.6714,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.6915,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.7116,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.7314,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.7515,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.7716,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.7914,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.8115,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
1774944595.8314,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1257,-0.2178,0.8405,0.0061,-0.0043,-0.0130
